unique_id,ds,y,unit_price
BAGUETTE,01-06-2021,26.1,0.9
BAGUETTE,02-06-2021,18,0.9
BAGUETTE,03-06-2021,17.1,0.9
BAGUETTE,04-06-2021,27.9,0.9
BAGUETTE,05-06-2021,63,0.9
BAGUETTE,06-06-2021,70.2,0.9
BAGUETTE,07-06-2021,25.2,0.9
BAGUETTE,08-06-2021,26.1,0.9
BAGUETTE,09-06-2021,21.6,0.9
BAGUETTE,10-06-2021,26.1,0.9
BAGUETTE,11-06-2021,19.8,0.9
BAGUETTE,12-06-2021,36,0.9
BAGUETTE,13-06-2021,48.6,0.9
BAGUETTE,14-06-2021,35.1,0.9
BAGUETTE,15-06-2021,17.1,0.9
BAGUETTE,16-06-2021,19.8,0.9
BAGUETTE,17-06-2021,25.2,0.9
BAGUETTE,18-06-2021,23.4,0.9
BAGUETTE,19-06-2021,45,0.9
BAGUETTE,20-06-2021,54,0.9
BAGUETTE,21-06-2021,34.2,0.9
BAGUETTE,22-06-2021,31.5,0.9
BAGUETTE,23-06-2021,19.8,0.9
BAGUETTE,24-06-2021,30.6,0.9
BAGUETTE,25-06-2021,20.7,0.9
BAGUETTE,26-06-2021,45,0.9
BAGUETTE,27-06-2021,45.9,0.9
BAGUETTE,28-06-2021,16.2,0.9
BAGUETTE,29-06-2021,24.3,0.9
BAGUETTE,30-06-2021,18.9,0.9
BAGUETTE,01-07-2021,24.3,0.9
BAGUETTE,02-07-2021,18.9,0.9
BAGUETTE,03-07-2021,31.5,0.9
BAGUETTE,04-07-2021,52.2,0.9
BAGUETTE,05-07-2021,30.6,0.9
BAGUETTE,06-07-2021,33.3,0.9
BAGUETTE,07-07-2021,36,0.9
BAGUETTE,08-07-2021,29.7,0.9
BAGUETTE,09-07-2021,32.4,0.9
BAGUETTE,10-07-2021,32.4,0.9
BAGUETTE,11-07-2021,67.5,0.9
BAGUETTE,12-07-2021,44.1,0.9
BAGUETTE,13-07-2021,45,0.9
BAGUETTE,14-07-2021,56.7,0.9
BAGUETTE,15-07-2021,44.1,0.9
BAGUETTE,16-07-2021,55.8,0.9
BAGUETTE,17-07-2021,49.5,0.9
BAGUETTE,18-07-2021,94.5,0.9
BAGUETTE,19-07-2021,37.8,0.9
BAGUETTE,20-07-2021,50.4,0.9
BAGUETTE,21-07-2021,49.5,0.9
BAGUETTE,22-07-2021,55.8,0.9
BAGUETTE,23-07-2021,50.4,0.9
BAGUETTE,24-07-2021,53.1,0.9
BAGUETTE,25-07-2021,80.1,0.9
BAGUETTE,26-07-2021,50.4,0.9
BAGUETTE,27-07-2021,35.1,0.9
BAGUETTE,28-07-2021,43.2,0.9
BAGUETTE,29-07-2021,50.4,0.9
BAGUETTE,30-07-2021,56.7,0.9
BAGUETTE,31-07-2021,45,0.9
BAGUETTE,01-08-2021,70.2,0.9
BAGUETTE,02-08-2021,62.1,0.9
BAGUETTE,03-08-2021,75.6,0.9
BAGUETTE,04-08-2021,51.3,0.9
BAGUETTE,05-08-2021,41.4,0.9
BAGUETTE,06-08-2021,45.9,0.9
BAGUETTE,07-08-2021,57.6,0.9
BAGUETTE,08-08-2021,79.2,0.9
BAGUETTE,09-08-2021,62.1,0.9
BAGUETTE,10-08-2021,52.2,0.9
BAGUETTE,11-08-2021,62.1,0.9
BAGUETTE,12-08-2021,72,0.9
BAGUETTE,13-08-2021,50.4,0.9
BAGUETTE,14-08-2021,57.6,0.9
BAGUETTE,15-08-2021,92.7,0.9
BAGUETTE,16-08-2021,47.7,0.9
BAGUETTE,17-08-2021,49.5,0.9
BAGUETTE,18-08-2021,49.5,0.9
BAGUETTE,19-08-2021,47.7,0.9
BAGUETTE,20-08-2021,49.5,0.9
BAGUETTE,21-08-2021,66.6,0.9
BAGUETTE,22-08-2021,61.2,0.9
BAGUETTE,23-08-2021,62.1,0.9
BAGUETTE,24-08-2021,72.9,0.9
BAGUETTE,25-08-2021,49.5,0.9
BAGUETTE,26-08-2021,58.5,0.9
BAGUETTE,27-08-2021,34.2,0.9
BAGUETTE,28-08-2021,58.5,0.9
BAGUETTE,29-08-2021,68.4,0.9
BAGUETTE,30-08-2021,29.7,0.9
BAGUETTE,31-08-2021,31.5,0.9
BAGUETTE,01-09-2021,29.7,0.9
BAGUETTE,02-09-2021,26.1,0.9
BAGUETTE,03-09-2021,32.4,0.9
BAGUETTE,04-09-2021,44.1,0.9
BAGUETTE,05-09-2021,68.4,0.9
BAGUETTE,06-09-2021,34.2,0.9
BAGUETTE,07-09-2021,42.3,0.9
BAGUETTE,08-09-2021,16.2,0.9
BAGUETTE,09-09-2021,35.1,0.9
BAGUETTE,10-09-2021,28.8,0.9
BAGUETTE,11-09-2021,60.3,0.9
BAGUETTE,12-09-2021,61.2,0.9
BAGUETTE,13-09-2021,42.3,0.9
BAGUETTE,14-09-2021,21.6,0.9
BAGUETTE,15-09-2021,21.6,0.9
BAGUETTE,16-09-2021,33.3,0.9
BAGUETTE,17-09-2021,26.1,0.9
BAGUETTE,18-09-2021,43.2,0.9
BAGUETTE,19-09-2021,35.1,0.9
BAGUETTE,20-09-2021,26.1,0.9
BAGUETTE,21-09-2021,21.6,0.9
BAGUETTE,22-09-2021,2.7,0.9
BAGUETTE,23-09-2021,24.3,0.9
BAGUETTE,24-09-2021,38.7,0.9
BAGUETTE,25-09-2021,37.8,0.9
BAGUETTE,26-09-2021,40.5,0.9
BAGUETTE,27-09-2021,21.6,0.9
BAGUETTE,28-09-2021,24.3,0.9
BAGUETTE,29-09-2021,15.3,0.9
BAGUETTE,30-09-2021,19.8,0.9
BAGUETTE,01-10-2021,24.3,0.9
BAGUETTE,02-10-2021,28.8,0.9
BAGUETTE,03-10-2021,36.9,0.9
BAGUETTE,04-10-2021,26.1,0.9
BAGUETTE,05-10-2021,21.6,0.9
BAGUETTE,06-10-2021,18.9,0.9
BAGUETTE,07-10-2021,29.7,0.9
BAGUETTE,08-10-2021,21.6,0.9
BAGUETTE,09-10-2021,39.6,0.9
BAGUETTE,10-10-2021,43.2,0.9
BAGUETTE,11-10-2021,25.2,0.9
BAGUETTE,12-10-2021,13.5,0.9
BAGUETTE,13-10-2021,9.9,0.9
BAGUETTE,14-10-2021,18.9,0.9
BAGUETTE,15-10-2021,16.2,0.9
BAGUETTE,16-10-2021,24.3,0.9
BAGUETTE,17-10-2021,44.1,0.9
BAGUETTE,18-10-2021,25.2,0.9
BAGUETTE,19-10-2021,17.1,0.9
BAGUETTE,20-10-2021,12.6,0.9
BAGUETTE,21-10-2021,29.7,0.9
BAGUETTE,22-10-2021,27.9,0.9
BAGUETTE,23-10-2021,43.2,0.9
BAGUETTE,24-10-2021,48.6,0.9
BAGUETTE,25-10-2021,36,0.9
BAGUETTE,26-10-2021,34.2,0.9
BAGUETTE,27-10-2021,20.7,0.9
BAGUETTE,28-10-2021,21.6,0.9
BAGUETTE,29-10-2021,34.2,0.9
BAGUETTE,30-10-2021,41.4,0.9
BAGUETTE,31-10-2021,49.5,0.9
BAGUETTE,01-11-2021,27.9,0.9
BAGUETTE,02-11-2021,24.3,0.9
BAGUETTE,03-11-2021,42.3,0.9
BAGUETTE,04-11-2021,22.5,0.9
BAGUETTE,05-11-2021,29.7,0.9
BAGUETTE,06-11-2021,24.3,0.9
BAGUETTE,07-11-2021,27.9,0.9
BAGUETTE,08-11-2021,55.8,0.9
BAGUETTE,09-11-2021,38.7,0.9
BAGUETTE,10-11-2021,15.3,0.9
BAGUETTE,11-11-2021,27,0.9
BAGUETTE,12-11-2021,14.4,0.9
BAGUETTE,13-11-2021,22.5,0.9
BAGUETTE,14-11-2021,34.2,0.9
BAGUETTE,15-11-2021,24.3,0.9
BAGUETTE,16-11-2021,14.4,0.9
BAGUETTE,17-11-2021,0,0.9
BAGUETTE,18-11-2021,18,0.9
BAGUETTE,19-11-2021,23.4,0.9
BAGUETTE,20-11-2021,34.2,0.9
BAGUETTE,21-11-2021,32.4,0.9
BAGUETTE,22-11-2021,12.6,0.9
BAGUETTE,23-11-2021,20.7,0.9
BAGUETTE,24-11-2021,0,0.9
BAGUETTE,25-11-2021,22.5,0.9
BAGUETTE,26-11-2021,16.2,0.9
BAGUETTE,27-11-2021,31.5,0.9
BAGUETTE,28-11-2021,40.5,0.9
BAGUETTE,29-11-2021,25.2,0.9
BAGUETTE,30-11-2021,18.9,0.9
BAGUETTE,01-12-2021,0,0.9
BAGUETTE,02-12-2021,14.4,0.9
BAGUETTE,03-12-2021,24.3,0.9
BAGUETTE,04-12-2021,18,0.9
BAGUETTE,05-12-2021,36,0.9
BAGUETTE,06-12-2021,0,0.9
BAGUETTE,07-12-2021,0,0.9
BAGUETTE,08-12-2021,0,0.9
BAGUETTE,09-12-2021,18.9,0.9
BAGUETTE,10-12-2021,16.2,0.9
BAGUETTE,11-12-2021,29.7,0.9
BAGUETTE,12-12-2021,29.7,0.9
BAGUETTE,13-12-2021,17.1,0.9
BAGUETTE,14-12-2021,16.2,0.9
BAGUETTE,15-12-2021,0,0.9
BAGUETTE,16-12-2021,17.1,0.9
BAGUETTE,17-12-2021,27,0.9
BAGUETTE,18-12-2021,32.4,0.9
BAGUETTE,19-12-2021,31.5,0.9
BAGUETTE,20-12-2021,23.4,0.9
BAGUETTE,21-12-2021,24.3,0.9
BAGUETTE,22-12-2021,16.2,0.9
BAGUETTE,23-12-2021,26.1,0.9
BAGUETTE,24-12-2021,32.4,0.9
BAGUETTE,25-12-2021,28.8,0.9
BAGUETTE,26-12-2021,28.8,0.9
BAGUETTE,27-12-2021,32.4,0.9
BAGUETTE,28-12-2021,36.9,0.9
BAGUETTE,29-12-2021,31.5,0.9
BAGUETTE,30-12-2021,26.1,0.9
BAGUETTE,31-12-2021,44.1,0.9
BAGUETTE,01-01-2022,0,0.9
BAGUETTE,02-01-2022,49.5,0.9
BAGUETTE,03-01-2022,13.5,0.9
BAGUETTE,04-01-2022,0.9,0.9
BAGUETTE,05-01-2022,0,0.9
BAGUETTE,06-01-2022,20.7,0.9
BAGUETTE,07-01-2022,12.6,0.9
BAGUETTE,08-01-2022,18,0.9
BAGUETTE,09-01-2022,24.3,0.9
BAGUETTE,10-01-2022,20.7,0.9
BAGUETTE,11-01-2022,14.4,0.9
BAGUETTE,12-01-2022,0,0.9
BAGUETTE,13-01-2022,13.5,0.9
BAGUETTE,14-01-2022,17.1,0.9
BAGUETTE,15-01-2022,24.3,0.9
BAGUETTE,16-01-2022,29.7,0.9
BAGUETTE,17-01-2022,17.1,0.9
BAGUETTE,18-01-2022,16.2,0.9
BAGUETTE,19-01-2022,0,0.9
BAGUETTE,20-01-2022,18,0.9
BAGUETTE,21-01-2022,20.7,0.9
BAGUETTE,22-01-2022,25.2,0.9
BAGUETTE,23-01-2022,45.9,0.9
BAGUETTE,24-01-2022,17.1,0.9
BAGUETTE,25-01-2022,21.6,0.9
BAGUETTE,26-01-2022,0,0.9
BAGUETTE,27-01-2022,25.2,0.9
BAGUETTE,28-01-2022,20.7,0.9
BAGUETTE,29-01-2022,21.6,0.9
BAGUETTE,30-01-2022,31.5,0.9
BAGUETTE,31-01-2022,15.3,0.9
BAGUETTE,01-02-2022,22.5,0.9
BAGUETTE,02-02-2022,0,0.9
BAGUETTE,03-02-2022,20.7,0.9
BAGUETTE,04-02-2022,18.9,0.9
BAGUETTE,05-02-2022,21.6,0.9
BAGUETTE,06-02-2022,49.5,0.9
BAGUETTE,07-02-2022,25.65,0.95
BAGUETTE,08-02-2022,28.5,0.95
BAGUETTE,09-02-2022,0,0.95
BAGUETTE,10-02-2022,22.8,0.95
BAGUETTE,11-02-2022,21.85,0.95
BAGUETTE,12-02-2022,19.95,0.95
BAGUETTE,13-02-2022,42.75,0.95
BAGUETTE,14-02-2022,26.6,0.95
BAGUETTE,15-02-2022,29.45,0.95
BAGUETTE,16-02-2022,0,0.95
BAGUETTE,17-02-2022,33.25,0.95
BAGUETTE,18-02-2022,37.05,0.95
BAGUETTE,19-02-2022,42.75,0.95
BAGUETTE,20-02-2022,40.85,0.95
BAGUETTE,21-02-2022,22.8,0.95
BAGUETTE,22-02-2022,29.45,0.95
BAGUETTE,23-02-2022,0,0.95
BAGUETTE,24-02-2022,29.45,0.95
BAGUETTE,25-02-2022,33.25,0.95
BAGUETTE,26-02-2022,36.1,0.95
BAGUETTE,27-02-2022,57.95,0.95
BAGUETTE,28-02-2022,21.85,0.95
BAGUETTE,01-03-2022,26.6,0.95
BAGUETTE,02-03-2022,9.5,0.95
BAGUETTE,03-03-2022,22.8,0.95
BAGUETTE,04-03-2022,24.7,0.95
BAGUETTE,05-03-2022,37.05,0.95
BAGUETTE,06-03-2022,44.65,0.95
BAGUETTE,07-03-2022,23.75,0.95
BAGUETTE,08-03-2022,23.75,0.95
BAGUETTE,09-03-2022,16.15,0.95
BAGUETTE,10-03-2022,18.05,0.95
BAGUETTE,11-03-2022,24.7,0.95
BAGUETTE,12-03-2022,25.65,0.95
BAGUETTE,13-03-2022,34.2,0.95
BAGUETTE,14-03-2022,22.8,0.95
BAGUETTE,15-03-2022,26.6,0.95
BAGUETTE,16-03-2022,19,0.95
BAGUETTE,17-03-2022,9.5,0.95
BAGUETTE,18-03-2022,16.15,0.95
BAGUETTE,19-03-2022,26.6,0.95
BAGUETTE,20-03-2022,30.4,0.95
BAGUETTE,21-03-2022,28.5,0.95
BAGUETTE,22-03-2022,16.15,0.95
BAGUETTE,23-03-2022,15.2,0.95
BAGUETTE,24-03-2022,11.4,0.95
BAGUETTE,25-03-2022,24.7,0.95
BAGUETTE,26-03-2022,30.4,0.95
BAGUETTE,27-03-2022,39.9,0.95
BAGUETTE,28-03-2022,21.85,0.95
BAGUETTE,29-03-2022,19,0.95
BAGUETTE,30-03-2022,14.25,0.95
BAGUETTE,31-03-2022,23.75,0.95
BAGUETTE,01-04-2022,27.55,0.95
BAGUETTE,02-04-2022,21.85,0.95
BAGUETTE,03-04-2022,30.4,0.95
BAGUETTE,04-04-2022,15.2,0.95
BAGUETTE,05-04-2022,14.25,0.95
BAGUETTE,06-04-2022,25.65,0.95
BAGUETTE,07-04-2022,13.3,0.95
BAGUETTE,08-04-2022,21.85,0.95
BAGUETTE,09-04-2022,34.2,0.95
BAGUETTE,10-04-2022,45.6,0.95
BAGUETTE,11-04-2022,32.3,0.95
BAGUETTE,12-04-2022,15.2,0.95
BAGUETTE,13-04-2022,34.2,0.95
BAGUETTE,14-04-2022,27.55,0.95
BAGUETTE,15-04-2022,36.1,0.95
BAGUETTE,16-04-2022,54.15,0.95
BAGUETTE,17-04-2022,34.2,0.95
BAGUETTE,18-04-2022,64.6,0.95
BAGUETTE,19-04-2022,26.6,0.95
BAGUETTE,20-04-2022,19,0.95
BAGUETTE,21-04-2022,44.65,0.95
BAGUETTE,22-04-2022,26.6,0.95
BAGUETTE,23-04-2022,30.4,0.95
BAGUETTE,24-04-2022,38.95,0.95
BAGUETTE,25-04-2022,22.8,0.95
BAGUETTE,26-04-2022,18.05,0.95
BAGUETTE,27-04-2022,18.05,0.95
BAGUETTE,28-04-2022,20.9,0.95
BAGUETTE,29-04-2022,23.75,0.95
BAGUETTE,30-04-2022,49.4,0.95
BAGUETTE,01-05-2022,60.8,0.95
BAGUETTE,02-05-2022,22.8,0.95
BAGUETTE,03-05-2022,20.9,0.95
BAGUETTE,04-05-2022,0,0.95
BAGUETTE,05-05-2022,16.15,0.95
BAGUETTE,06-05-2022,38,0.95
BAGUETTE,07-05-2022,33.25,0.95
BAGUETTE,08-05-2022,42.75,0.95
BAGUETTE,09-05-2022,19.95,0.95
BAGUETTE,10-05-2022,17.1,0.95
BAGUETTE,11-05-2022,25.65,0.95
BAGUETTE,12-05-2022,22.8,0.95
BAGUETTE,13-05-2022,20.9,0.95
BAGUETTE,14-05-2022,35.15,0.95
BAGUETTE,15-05-2022,47.5,0.95
BAGUETTE,16-05-2022,35.15,0.95
BAGUETTE,17-05-2022,21.85,0.95
BAGUETTE,18-05-2022,22.8,0.95
BAGUETTE,19-05-2022,18.05,0.95
BAGUETTE,20-05-2022,27.55,0.95
BAGUETTE,21-05-2022,43.7,0.95
BAGUETTE,22-05-2022,54.15,0.95
BAGUETTE,23-05-2022,26.6,0.95
BAGUETTE,24-05-2022,19,0.95
BAGUETTE,25-05-2022,29.45,0.95
BAGUETTE,26-05-2022,42.75,0.95
BAGUETTE,27-05-2022,60.8,0.95
BAGUETTE,28-05-2022,52.25,0.95
BAGUETTE,29-05-2022,67.45,0.95
BAGUETTE,30-05-2022,33.25,0.95
BAGUETTE,31-05-2022,27.55,0.95
BAGUETTE,01-06-2022,31.35,0.95
BAGUETTE,02-06-2022,31.35,0.95
BAGUETTE,03-06-2022,34.2,0.95
BAGUETTE,04-06-2022,34.2,0.95
BAGUETTE,05-06-2022,81.7,0.95
BAGUETTE,06-06-2022,58.9,0.95
BAGUETTE,07-06-2022,41.8,0.95
BAGUETTE,08-06-2022,34.2,0.95
BAGUETTE,09-06-2022,17.1,0.95
BAGUETTE,10-06-2022,14.25,0.95
BAGUETTE,11-06-2022,39.9,0.95
BAGUETTE,12-06-2022,44.65,0.95
BAGUETTE,13-06-2022,37.05,0.95
BAGUETTE,14-06-2022,32.3,0.95
BAGUETTE,15-06-2022,30.4,0.95
BAGUETTE,16-06-2022,23.75,0.95
BAGUETTE,17-06-2022,19.95,0.95
BAGUETTE,18-06-2022,36.1,0.95
BAGUETTE,19-06-2022,49.4,0.95
BAGUETTE,20-06-2022,15.2,0.95
BAGUETTE,21-06-2022,26.6,0.95
BAGUETTE,22-06-2022,19,0.95
BAGUETTE,23-06-2022,31.35,0.95
BAGUETTE,24-06-2022,29.45,0.95
BAGUETTE,25-06-2022,31.35,0.95
BAGUETTE,26-06-2022,41.8,0.95
BAGUETTE,27-06-2022,27.55,0.95
BAGUETTE,28-06-2022,30.4,0.95
BAGUETTE,29-06-2022,17,1
BAGUETTE,30-06-2022,27,1
BAGUETTE,01-07-2022,39,1
BAGUETTE,02-07-2022,42,1
